Beneficial owner's Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Destination yard,Commercial operator ,Registered owner ,Built in (y),Sold for ($/ldt),Ldt (light displacement ton),Type of ship,Single hulled,Unnamed: 13
Italy,Vittorio Bogazzi & Figli S.p.A.,Amals,8411853,Togo,"Mumbai, India",Vittorio Bogazzi & Figli S.p.A.,Brointermed Lines Limited ,1986,unknown,4349,Containership,N,
Lebanon,Mody Shipping Company S.a.r.l.,Barry,8409616,Lebanon,"Mumbai, India",Mody Shipping Company S.a.r.l.,Mody Shipping Company S.a.r.l.,1985,391,3626,General cargo ship,N,
Lithuania,JSC Ship Service Agency ,Sandino Bay,8410902,Panama,"Mumbai, India",JSC Ship Service Agency ,Hampton Marine S.A. ,1985,unknown,3368,Reefer,Y,
Malaysia,Hubline Berhad,Saipan Winner,8313257,Malaysia,"Mumbai, India",Hub Shipping Sendirian Berhad ,Em Container Line Sendirian Berhad ,1983,unknown,unknown,Reefer,Y,
Malaysia,Benalec Sendirian Berhad ,Oceanline II,7714753,Panama,"Mumbai, India",Benalec Sendirian Berhad ,Pacific Link Limited ,1978,unknown,unknown,Bulker,Y,
Morocco,International Maritime Transport Corporation S.A. ,Kinship Prosperity,8027884,India,"Mumbai, India",International Maritime Transport Corporation S.A. ,International Maritime Transport Corporation S.A. ,1982,unknown,unknown,General cargo ship,Y,
Myanmar,KMA Shipping Company Limited ,KMA I,7913191,Panama,"Mumbai, India",KMA Shipping Company Limited ,KMA Services Incorporated ,1980,unknown,unknown,Containership,Y,
Netherlands,Seatrade Holding B.V.,Nova Friesia,8609084,Liberia,"Mumbai, India",Seatrade Groningen B.V. ,Friesia Shipping Limited ,1987,490,3525,Reefer,Y,
Nigeria,JS Shipping & Trading Company Limited ,Concord 1,8406614,St Kitts-Nevis,"Mumbai, India",JS Shipping & Trading Company Limited ,JS Shipping & Trading Company Limited ,1986,unknown,unknown,Product tanker,N,
Peru,Transgas Shipping Lines SAC,Emsgas,8402345,Panama,"Mumbai, India",Transgas Shipping Lines SAC,Gastanker Investment Corporation ,1984,530,3360,LPG tanker,N,
Russia,Silverhope Holding Limited ,Brazilian Lady,8509521,Belize,"Mumbai, India",Silverhope Holding Limited ,Caribbean Dream Shipping Company Limited ,1987,454,5827,Reefer,N,
Russia,Genbulkmarin Limited,Optima,7433115,Malta,"Mumbai, India",Genbulkmarin Limited,Shinc Shipping Limited ,1982,unknown,unknown,Bulker,Y,
Russia,JSC Northern Shipping Company,Pioner Karelii,7733668,Russia,"Mumbai, India",JSC Northern Shipping Company,JSC Northern Shipping Company,1978,unknown,unknown,General cargo ship,N,
Singapore,Raffles Shipping Corporation Private Limited ,Oriental Crane,8014198,Sierra Leone,"Mumbai, India",Raffles Shipmanagement Services Private Limited ,Celina Shipping Company Private Limited ,1981,unknown,unknown,Tanker,N,
Singapore,Pacific International Lines (Private) Limited (PIL),Kota Machan,8709729,Singapore,"Mumbai, India",Pacific International Lines (Private) Limited (PIL),Pacific Eagle Lines Private Limited ,1988,485,4586,Containership,N,
Switzerland,Mediterranean Shipping Company (MSC) SA ,MSC Shirley,8516603,Panama,"Mumbai, India",Mediterranean Shipping Company (MSC) SA ,Compania Naviera Shirley S.A. ,1986,unknown,4056,Containership,N,
Syria,Trans Marine Company Limited ,Hunter K.,8109888,Dominica,"Mumbai, India",Trans Marine Company Limited ,Hunter Marine International S.A. ,1981,405,5721,Bulker,Y,
Syria,Rayan Maritime Services ,Palmyra I,7501819,Moldova,"Mumbai, India",Rayan Maritime Services ,Kamal Shipping Company S.A. ,1975,unknown,unknown,Bulker,Y,
Syria,Silver Star Maritime Company ,Rahmeh,8100507,Panama,"Mumbai, India",Silver Star Maritime Company ,Foulk Maritime Company S.A. ,1981,unknown,5429,General Cargo ship,N,
Syria,Cata Shipping Management Company,Nour Albyan,7333743,Tanzania,"Mumbai, India",Cata Shipping Management Company,Al Fahl Brothers Company S.A. ,1973,unknown,2481,General cargo ship,N,
Syria,Phoenicia Maritime Company LLC,Wael H.,7425273,Tanzania,"Mumbai, India",Phoenicia Maritime Company LLC,Ahmed Hamadeh & Hassan Hamadeh,1976,unknown,unknown,General cargo ship,N,
Taiwan,Wisdom Marine Lines S.A.,Indian Fortune,8412948,Panama,"Mumbai, India",Wisdom Marine Lines S.A.,Indian Challenger S.A. ,1985,429,5508,Bulker,Y,
Thailand,Laemthong International Lines Company Limited ,Laemthong Glory,7533006,Thailand,"Mumbai, India",Laemthong International Lines Company Limited ,Laemthong International Lines Company Limited ,1976,unknown,unknown,General Cargo ship,Y,
Thailand,Laemthong International Lines Company Limited,Laemthong Pride,7627948,Thailand,"Mumbai, India",Laemthong International Lines Company Limited,Laemthong International Lines Company Limited,1978,unknown,unknown,General Cargo ship,Y,
Thailand,Regional Container Lines Public Company Limited ,Jaru Bhum,8214528,Thailand,"Mumbai, India",Regional Container Lines Public Company Limited ,Regional Container Lines Public Company Limited ,1982,unknown,unknown,Containership,Y,
Turkey,International Shipping Group & Trading Limited ,Tegucigalpa,7387237,Belize,"Mumbai, India",International Shipping Group & Trading Limited ,Tegucigalpa Shipping & Trading Company (Belize) Limited ,1975,365,3376,Bulker,N,
Turkey,Horizon Denizcilik Ic ve dis Ticaret Limited Sirketi ,Beyazit,8201985,Panama,"Mumbai, India",Horizon Denizcilik Ic ve dis Ticaret Limited Sirketi ,Daria Commodities LLC ,1982,unknown,2180,General cargo ship,Y,
UAE,Meramar General Trading LLC ,Cathrina,7827691,Panama,"Mumbai, India",Meramar General Trading LLC ,Blue Ocean Shipping Lines Incorporated ,1981,374,4944,General cargo ship,Y,
UAE,Zenith Shipping & Trading Incorporated ,Fade I,7507045,Tanzania,"Mumbai, India",Zenith Shipping & Trading Incorporated ,Zenith Shipping & Trading Incorporated ,1977,unknown,1903,General cargo ship,Y,
UK,Union Maritime Limited,Union Force,8315047,Comoros,"Mumbai, India",Union Maritime Limited,UF Limited ,1984,unknown,5194,Product Tanker ,Y,
UK,Sea Pioneer Limited ,Cem Pioneer,8314079,St Vincent & Grenadines,"Mumbai, India",Sea Pioneer Denizcilik ve Ticaret Limited Sirketi ,Vandrana Management S.A. ,1983,unknown,3616,General Cargo ship,Y,
Ukraine,Seatraffic Limited,Livadia,8209078,Slovakia,"Mumbai, India",Seatraffic Limited,Red Ruby Trading Limited ,1983,unknown,3971,Reefer,Y,
Ukraine,BM Shipping Limited,Lemeshev,8222587,St Vincent & Grenadines,"Mumbai, India",BM Shipping Limited,LS Shipping Limited ,1983,485,7755,Bulker,Y,
China,China Shipping (Group) Company ,Ping An Hai,8414893,China,"Nanjing, China",China Shipping Haisheng Company Limited ,China Shipping Haisheng Company Limited ,1986,unknown,unknown,Asphalt tanker,Y,
Norway,Marine Supply AS ,Norbjorn,7324871,Norway,"Odense, Denmark",Marine Supply AS ,Norbjorn A/S ,1973,unknown,unknown,General cargo ship,N,
Canada,Upper Lakes Group Incorporated ,James Norris,5169124,Canada,"Port Colborne, Canada ",Upper Lakes Shipping Limited ,Upper Lakes Shipping Limited ,1952,unknown,unknown,Bulker,N,
USA,Grand River Navigation Company ,Maumee,5057709,USA,"Port Colborne, Canada ",Grand River Navigation Company ,Grand River Navigation Company ,1929,unknown,unknown,Bulker,Y,
China,Fujian Shipping Company (FUSCO) ,Lian Feng,8615930,Panama,"Qingdao, China",Fujian Shipping Company (FUSCO) ,Lian Feng Container Line Limited S.A. ,1988,unknown,unknown,General cargo ship,Y,
Switzerland,Navimar S.A. ,Follia,6705224,Panama,"Rijeka, Croatia",Navimar S.A. ,Euclid Shipping Inc ,1967,unknown,unknown,Bulk cement carrier,N,
Cayman Islands,Siem Industries Incorporated ,Viking,8821864,Bahamas,"Sachana, India",Siem Shipping Incorporated ,Star Reefers Shipowning Incorporated ,1991,unknown,unknown,Reefer,Y,
Italy,Vittorio Bogazzi & Figli S.p.A.,Hever Castle,7921954,Malta,"Sachana, India",Navalmar (UK) Limited ,Navalmar (UK) Limited ,1981,unknown,11220,Bulker,Y,
Italy,Vittorio Bogazzi & Figli S.p.A.,Leptis Star,8318087,Panama,"Sachana, India",Vittorio Bogazzi & Figli S.p.A.,Brointermed Lines Limited ,1984,unknown,unknown,General Cargo ship,N,
Lebanon,Zahra Maritime Services Company ,Al Zahra,7350076,Georgia,"Sachana, India",Zahra Maritime Services Company ,Floura Shipping Company Limited ,1973,unknown,unknown,General cargo ship,N,
Singapore,Glory Ship Management Private Limited,Asean Unity,7804584,Singapore,"Sachana, India",Glory Ship Management Private Limited,Golden View Maritime Private Limited ,,,,Bulker,,
Ukraine,Unimor Shipping Services Limited,St Marfa,8011469,Liberia,"Sachana, India",Unimor Shipping Agency,St. Marfa Shipping Company Incorporated ,1982,unknown,unknown,Bulker,Y,
Peru,Transgas Shipping Lines SAC ,Pirgas,8012865,Panama,"Santo Domingo, Dominican Republic",Transgas Shipping Lines SAC ,Pirgas Shipping S.A. ,1982,unknown,1690,LPG Tanker,N,
British Virgin Islands,Maksvell Investments Limited,Andrey Artemenko,8849593,Sierra Leone,"Sebastopol, Ukraine",Maksvell Investments Limited,Maksvell Investments Limited,1987,unknown,1312,General cargo ship,Y,
British Virgin Islands,Malcom Group Limited ,Valeriy Onischuk,8841503,Sierra Leone,"Sebastopol, Ukraine",Malcom Group Limited ,Malcom Group Limited ,1987,unknown,1310,General cargo ship,Y,
China,Tianjin Marine Shipping Company Limited ,Tian Shun,8504686,China,"Tianjin, China",Tianjin Marine Shipping Company Limited ,Tianjin Jinhai Marine Shipping Company Limited ,1985,unknown,unknown,Containership,N,
China,Brightway Shipping Limited ,Hui Shun Hai,8319641,Hong Kong,"Tianjin, China",Brightway Shipping Limited ,Brightway Shipping Limited ,1984,unknown,7648,Bulker,Y,
Greece,Vamvaship Maritime S.A.,Odigitria,8307105,St Vincent & Grenadines,"Tianjin, China",Vamvaship Maritime S.A.,Bloom Shipmanagement Company ,1985,347,7208,Bulker,Y,
China,China Shipping (Group) Company ,Hong Qi 204,8425036,China,"Wuhu, China",China Shipping International Intermodal Company Limited ,China Shipping International Intermodal Company Limited ,1981,290,6157,Bulker,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,Sea Swift,8300511,Panama,"Xingang, China ",COSCO Bulk Carrier Company Limited ,Sea Swift Maritime Incorporated ,1984,unknown,unknown,Bulker,Y,
China,Fullwin Intertrade Limited,Tian Yu,8025032,Panama,"Xingang, China ",Dalian Sea Carrier Company Limited ,Sea Space Marine Company S.A. ,1981,390,1924,General cargo ship,Y,
Greece,Lavinia Corporation Limited ,Gemini,8811663,Panama,"Xingang, China ",Lavinia Corporation Limited ,Nautilus Shipping & Trading S.A. ,1988,340,7398,Reefer,Y,
Bermuda,Gearbulk Holding Limited ,Aspen Arrow,8307935,Bahamas,"Xinhui, China ",Gearbulk Holding Limited ,Gearbulk Shipowning Limited ,1985,432,8603,Bulker,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,Han Zhong He,8321838,China,"Xinhui, China ",Shanghai Ocean Shipping Company Limited (COSCO Shanghai) ,Shanghai Ocean Shipping Company Limited (COSCO Shanghai) ,1984,unknown,unknown,Containership,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,Peng Yan,8020563,China,"Xinhui, China ",Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen) ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen) ,1981,340,12377,Bulker,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,San Jiang Kou,7902881,China,"Xinhui, China ",COSCO Shipping Company Limited (COSCOL) ,COSCO Shipping Company Limited (COSCOL) ,1980,unknown,unknown,RoRo,Y,
China,China Shipping (Group) Company ,Hong Qi 201,8033637,China,"Xinhui, China ",China Shipping International Intermodal Company Limited ,China Shipping International Intermodal Company Limited ,1980,unknown,unknown,Bulker,Y,
China,China Shipping (Group) Company ,Jin He,8506206,China,"Xinhui, China ",China Shipping Development Company Limited ,China Shipping Development Company Limited ,1987,unknown,unknown,Product tanker,Y,
China,Hainan Zhaogang Marine Company Limited ,Yin Long,8004313,China,"Xinhui, China ",Shenzhen Southern China LPG Shipping Company Limited ,Zhuhai Economic Zone Changsheng Logistics Company Limited ,1981,unknown,unknown,LPG Tanker,Y,
China,Ningbo Marine (Group) Company Limited ,Ming Zhou 3,7628112,China,"Xinhui, China ",Ningbo Marine (Group) Company Limited ,Ningbo Marine (Group) Company Limited ,1978,unknown,unknown,Bulker,Y,
China,Tianjin Hebei Shipping Company Limited ,Ji Hai 1,7623136,China,"Xinhui, China ",Tianjin Hebei Shipping Company Limited ,Hebei Hai Long Shipping ,1978,unknown,unknown,Bulker,Y,
China,China Shipping (Group) Company ,An Fu Star,8116934,Hong Kong,"Xinhui, China ",Jiuzhou Shipping Company Limited ,China Tone Shipping Limited ,1985,unknown,12019,Bulker,N,
China,Guangzhou Kuifenghang Shipping Company Limited ,Sky Treasure,8023292,Hong Kong,"Xinhui, China ",Guangzhou Kuifenghang Shipping Company Limited ,Shanghai Bulker AS ,1985,429,16930,Bulk and oil carrier,N,
China,Shanghai Jinhai Shipping & Trading Company Limited ,Jin Hai Tong,9109689,Hong Kong,"Xinhui, China ",Shanghai Jinhai Shipping & Trading Company Limited ,China Shipping Haisheng Hongkong Company Limited ,1995,unknown,unknown,Product tanker,N,
China,Shanghai Jinhai Shipping & Trading Company Limited ,Jin Hai Yang,9109665,Hong Kong,"Xinhui, China ",Shanghai Jinhai Shipping & Trading Company Limited ,China Shipping Haisheng Hongkong Company Limited ,1995,unknown,unknown,Product tanker,N,
China,Xiamen ITG Shipping Company Limited ,Vanlee,7917135,Hong Kong,"Xinhui, China ",Xiamen ITG Shipping Company Limited ,ITG Shipping (HK) Company Limited ,1980,unknown,5350,Bulker,Y,
China,China Ocean Shipping (Group) Company (COSCO) ,Sea Sparkle,8307208,Panama,"Xinhui, China ",COSCO Bulk Carrier Company Limited ,Xingghanghai Shipping Incorporated ,1984,unknown,unknown,Bulker,Y,
China,Dalian Yanping Shipping Company Limited ,Yan Ping,8028747,Panama,"Xinhui, China ",Dalian Yanping Shipping Company Limited ,Hongkong Yongpingcheng Shipping Company Limited ,1983,382,11367,Bulker,Y,
China,Harmony Growing Ship Management Company Limited ,Sin Yuan,7714741,Panama,"Xinhui, China ",Harmony Growing Ship Management Company Limited ,Viva Champ Limited ,1980,320,6670,Bulker,Y,
China,Hengfa Shipping Incorporated ,Ocean Merry,8100959,Panama,"Xinhui, China ",Hengfa Shipping Incorporated ,Ocean Merry Shipping Company Limited ,1982,360,12040,Bulker,Y,
China,Hua Ming Shipping Company Limited ,Hu Jiang,8009375,Panama,"Xinhui, China ",Hua Ming Shipping Company Limited ,Hua Ming Shipping Company Limited ,1981,429,11101,Bulker,Y,
China,Jiangsu Far East Shipping Company Limited ,Fareast,7921203,Panama,"Xinhui, China ",Jiangsu Far East Shipping Company Limited ,Fareast Pioneer Shipping S.A. ,1980,unknown,5037,Bulker,Y,
China,Josco Yuansheng Shipping Management Company Limited ,Starford 2,8313477,Panama,"Xinhui, China ",Josco Yuansheng Shipping Management Company Limited ,Fortune Boom Limited ,1984,unknown,2242,General cargo ship,Y,
China,Nanjing Hua Hai Shipping Company Limited ,Hua Jin Chun,8005927,Panama,"Xinhui, China ",Nanjing Hua Hai Shipping Company Limited ,HK Huajinchun Shipping Company Limited ,1982,342,12141,Bulker,N,
China,Nanjing Hua Hai Shipping Company Limited ,Hua Jin XI,8015192,Panama,"Xinhui, China ",Nanjing Hua Hai Shipping Company Limited ,HK Huajinxi Shipping Company Limited ,1982,unknown,12192,Bulker,Y,
China,Ocean Faith Shipping Company Limited ,Best Grace,8000379,Panama,"Xinhui, China ",Ocean Faith Shipping Company Limited ,Ocean Faith International Shipping Limited ,1981,420,11270,Bulker,N,
China,Sea Star Ships Management Company Limited ,Sea Star 7,7932549,Panama,"Xinhui, China ",Sea Star Ships Management Company Limited ,Sea Star 7 Limited ,1984,435,13625,Bulker,Y,
China,Sea Star Ships Management Company Limited ,Sea Star 8,8103951,Panama,"Xinhui, China ",Sea Star Ships Management Company Limited ,Sea Star 8 Limited ,1982,435,12111,Bulker,Y,
China,Shanghai Zhengdong Shipping Company Limited ,Jin Han,7925558,Panama,"Xinhui, China ",Shanghai Zhengdong Shipping Company Limited ,Changfeng Shipping HK Company Limited ,1983,360,13350,Bulker,Y,
China,Tianjin New Legend International Marine Company Limited ,New Legend Honor,7713723,Panama,"Xinhui, China ",Tianjin New Legend International Marine Company Limited ,New Legend International Shipping (Group) Company Limited ,1979,420,7752,General cargo ship,N,
China,Wei Fong Shipping Company Limited ,Wei Yuan,8208165,Panama,"Xinhui, China ",Wei Fong Shipping Company Limited ,Wei Fong Shipping Company Limited ,1983,unknown,unknown,Bulker,Y,
China,Zhu Shui Shipping Company Limited ,Zhushui 8,8108602,Panama,"Xinhui, China ",Zhu Shui Shipping Company Limited ,Zhushui 8 Maritime Limited ,1984,365,12250,Bulker,N,
China,Galactic Star Ship Management Limited ,Neptune,8208036,Tuvalu,"Xinhui, China ",Galactic Star Ship Management Limited ,Neptune International Shipping Limited ,1983,unknown,unknown,Bulker,Y,
Greece,Cyprus Maritime Company Limited ,Mexico City,8025288,Cyprus,"Xinhui, China ",Cyprus Maritime Company Limited ,West Coast Marine Company Limited ,1983,367,10979,Bulker,Y,
Greece,Enterprises Shipping & Trading S.A. ,Bet Fighter,9004839,Isle of Man,"Xinhui, China ",Enterprises Shipping & Trading S.A. ,Lewisham Maritime Incorporated ,1992,425,27053,Bulker,Y,
Greece,Enterprises Shipping & Trading S.A. ,Bet Scouter,9050010,Isle of Man,"Xinhui, China ",Enterprises Shipping & Trading S.A. ,Pulford Ocean Incorporated ,1995,unknown,27984,Bulker,Y,
Greece,Byzantine Maritime Corporation ,Iron Monger 2,9003172,Liberia,"Xinhui, China ",Byzantine Maritime Corporation ,Iron Monger 2 Company Limited ,1991,unknown,unknown,Bulker,N,
Greece,Cosmoship Management S.A. ,Esteem C,7516149,Liberia,"Xinhui, China ",Cosmoship Management S.A. ,Princess Marine Corporation ,1986,445,9442,General cargo ship,Y,
Greece,Cosmoship Management S.A. ,Lioness C,8115007,Liberia,"Xinhui, China ",Cosmoship Management S.A. ,Ocean Fortune Shipping ,1983,468,10471,Bulker,Y,
Greece,Costamare Incorporated ,Genius I,8200137,Liberia,"Xinhui, China ",Ciel Shipmanagement S.A. ,Venor Shipping Company ,1984,unknown,14340,Containership,Y,
Greece,GrandUnion Incorporated ,Newlead Venetico,8521189,Liberia,"Xinhui, China ",GrandUnion Incorporated ,Grand Venetico Incorporated ,1990,457,20821,Bulker,N,
Greece,Konstantakopoulos Group ,Garden,8200125,Liberia,"Xinhui, China ",Ciel Shipmanagement S.A.,Lytton Shipping Company ,1984,unknown,unknown,Containership,Y,
Greece,Technomar Shipping Incorporated ,Aramis,8217013,Panama,"Xinhui, China ",Technomar Shipping Incorporated ,Dionissos Shipping S.A. ,1984,425,14342,Containership,Y,
Greece,Technomar Shipping Incorporated ,Porthos,8208220,Panama,"Xinhui, China ",Technomar Shipping Incorporated ,Hera Maritime S.A. ,1984,438,unknown,Containership,Y,
Hong Kong,Hong Kong Eternal Union Group Limited ,Eternal Ocean,8902369,Hong Kong,"Xinhui, China ",Hong Kong Eternal Union Group Limited ,Hong Kong Eternal Union Group Limited ,1989,unknown,unknown,Bulker,N,
Hong Kong,China Master Shipping Limited ,Hua Fu Star,8316247,Panama,"Xinhui, China ",China Master Shipping Limited ,Keen Step Shipping Limited ,1987,350,13982,Bulker,N,
Hong Kong,Courage Marine Group Limited ,Cape Warrior,8417883,Panama,"Xinhui, China ",Courage Marine (Holdings) Company Limited ,Cape Ore Marine Corporation ,1986,440,20538,Bulker,Y,
Hong Kong,Courage Marine Group Limited ,Courage,8026933,Panama,"Xinhui, China ",Courage Marine (Holdings) Company Limited ,Courage Marine Company Limited ,1984,360,unknown,Bulker,Y,
Hong Kong,Courage Marine Group Limited ,Panamax Leader,8716643,Panama,"Xinhui, China ",Courage Maritime Technical ,Panamax Leader Marine Corporation ,1989,323,11932,Bulker,Y,
Hong Kong,Haistar Maritime Company Limited ,Grand Sea,8317813,Panama,"Xinhui, China ",Haistar Maritime Company Limited ,Eternal Rich Shipping Limited ,1987,400,21896,Bulker,Y,
